method,day,log_loss,brier,pr_auc,n,n_train,fit_time
han_arw,7,0.4411877233412037,0.14281559101530308,0.5370665496614858,3000,21000,0.09096169471740723
han_arw,8,0.5301709722303891,0.17026467439377693,0.4399059226632977,3000,24000,0.0960838794708252
han_arw,9,0.5746950865013272,0.18617647460439568,0.4002811773667795,3000,27000,0.10752153396606445
han_arw,10,0.5731398442791618,0.18570395668835507,0.4397197891874386,3000,30000,0.11416888236999512
han_arw,11,0.5723461355584055,0.1885492202666657,0.44918219813004845,3000,33000,0.13179397583007812
han_arw,12,0.3999903282857725,0.1251375308708389,0.6807518133311502,3000,9000,0.0439300537109375
han_arw,13,0.43463287989067945,0.13589337667121182,0.5984847372562515,3000,9000,0.04304862022399902
han_arw,14,0.531946329535817,0.16839082143759684,0.4694423967465797,3000,9000,0.04360795021057129
han_arw,15,0.5491725791506878,0.17589569745204925,0.4395049071462668,3000,21000,0.08493876457214355
han_arw,16,0.44587336833649077,0.14504294148609817,0.6565865023381697,3000,48000,0.17457914352416992
han_arw,17,0.457572509966132,0.15094716231068442,0.6222841175964043,3000,51000,0.17807745933532715
han_arw,18,0.4499762373717846,0.14687895197989806,0.658115372548243,3000,54000,0.1907939910888672
han_arw,19,0.4161068417669766,0.13464787365454062,0.6760903071520746,3000,57000,0.1860799789428711
han_arw,20,0.40405068666193855,0.1286598473388843,0.6982224036609965,3000,60000,0.1965494155883789
han_arw,21,0.37818982185485733,0.11953586079673433,0.6571043709789501,3000,63000,0.20593833923339844
han_arw,22,0.42589690306146083,0.1371013067927008,0.5777009852799883,3000,66000,0.22256064414978027
han_arw,23,0.4902418011168543,0.15912346529586727,0.4951567408855524,3000,69000,0.20268511772155762
han_arw,24,0.5116121496933375,0.1685208055317124,0.49302436712211595,3000,72000,0.22864890098571777
han_arw,25,0.49385421947331504,0.1621049214574446,0.5225236846071226,3000,75000,0.2375810146331787
han_arw,26,0.4586530341959899,0.14979816464765033,0.5541757662534494,3000,78000,0.25551438331604004
han_arw,27,0.4015166680384047,0.12789158976889986,0.6104395537230134,3000,42000,0.14272618293762207
han_arw,28,0.36675080158473927,0.11375197066136773,0.6643034028822953,3000,84000,0.2608165740966797
han_arw,29,0.39526287247115854,0.12645194548350888,0.676927555577593,3000,87000,0.26532435417175293
han_arw,30,0.44201904271762765,0.14445464100147604,0.6503459904723269,3000,90000,0.30193424224853516
han_arw,31,0.48889423434228607,0.16320032927709965,0.643005886040396,3000,93000,0.4050459861755371
han_arw,32,0.4563704228862504,0.15004137039705123,0.640561713087134,3000,96000,0.3494601249694824
han_arw,33,0.4299634132176487,0.14046936879845098,0.6457392673965958,3000,99000,0.32001757621765137
han_arw,34,0.37047541525045485,0.11585347471615015,0.7104643308148592,3000,102000,0.33951497077941895
han_arw,35,0.38284626020266416,0.1206335002658093,0.6822325613533373,3000,105000,0.317716121673584
han_arw,36,0.4209665801336852,0.13480278802005266,0.6354750159946025,3000,108000,0.3346700668334961
han_arw,37,0.48507359644584586,0.159600319625463,0.5591663653108803,3000,111000,0.3313734531402588
han_arw,38,0.48300183313461126,0.15747416683533882,0.5560556889613538,3000,114000,0.34282541275024414
han_arw,39,0.47126652668913305,0.15479730332240782,0.5360609635883468,3000,117000,0.3613424301147461
han_arw,40,0.46150097237851406,0.15100378080225585,0.5632196660268634,3000,120000,0.3695542812347412
han_arw,41,0.40310485598631823,0.129329253744482,0.6395355948743988,3000,42000,0.1509077548980713
han_arw,42,0.36808322096131035,0.11460321089455526,0.7023353860613031,3000,126000,0.4198172092437744
han_arw,43,0.38879654922458423,0.12334108254328863,0.6824471115933748,3000,129000,0.4076120853424072
han_arw,44,0.45071469506733486,0.14696983396721283,0.6460352710444845,3000,132000,0.42301011085510254
han_arw,45,0.47632170447066075,0.15700828057926192,0.6266712593953139,3000,135000,0.40467071533203125
han_arw,46,0.4656646889381133,0.15270317804531908,0.6437189311986486,3000,138000,0.39894628524780273
han_arw,47,0.43941735353698397,0.14321624414218168,0.6558991584946099,3000,141000,0.4254767894744873
han_arw,48,0.38648566243121674,0.12197203675548314,0.6988806612839928,3000,144000,0.4180564880371094
han_arw,49,0.36057426658442665,0.11140419093198217,0.7269715744710356,3000,147000,0.4452250003814697
han_arw,50,0.39647487869438364,0.1260983191051792,0.59428133388231,3000,150000,0.49807262420654297
han_arw,51,0.4516100848231383,0.14761616833972946,0.5717260886327887,3000,153000,0.4863729476928711
han_arw,52,0.48188114158611545,0.15835564395180649,0.5571713238563543,3000,156000,0.5161299705505371
han_arw,53,0.4697143379635307,0.15365043467027625,0.5350906579548391,3000,159000,0.5040721893310547
han_arw,54,0.4427419388548457,0.14383831964502342,0.5744210364390236,3000,162000,0.5135924816131592
han_arw,55,0.3904774144806962,0.12342379154129723,0.6377763054918788,3000,42000,0.1691431999206543
han_arw,56,0.37670692134140743,0.11722461459045849,0.7116243461360124,3000,168000,0.5786287784576416
han_arw,57,0.387084028776418,0.12255552530457459,0.6710135943259055,3000,171000,0.4928162097930908
han_arw,58,0.44023544723984787,0.14391006202448955,0.6135065539235821,3000,174000,0.5523169040679932
han_arw,59,0.47373392318731666,0.15623285495822684,0.6647142103825636,3000,177000,0.5461907386779785
han_arw,60,0.4648375053357503,0.15278975327460365,0.6407706553587612,3000,180000,0.5657682418823242
han_arw,61,0.4269646826909273,0.1375357732625649,0.6509512796018483,3000,183000,0.7471237182617188
han_arw,62,0.3777539936894331,0.11844727872612185,0.6904770407752266,3000,186000,0.5560770034790039
han_arw,63,0.36255034386622387,0.11222695142971519,0.6911256717237652,3000,189000,0.5964090824127197
han_arw,64,0.38995877354443176,0.12303658147974025,0.6625426366056366,3000,192000,0.5710325241088867
han_arw,65,0.4504795428160383,0.1464905029616634,0.56863085249326,3000,195000,0.5948126316070557
han_arw,66,0.458229458426522,0.1502258935436187,0.5538132995406702,3000,198000,0.633751392364502
han_arw,67,0.46552337102996344,0.15246540589641386,0.5434536502544396,3000,201000,0.6426212787628174
