day,eta,half_life
6,0.22966898303223682,3.01802695082537
7,0.1140124563949422,6.079574131434068
8,0.07641833040861956,9.070430835816353
9,0.1810545411000067,3.828388817804248
10,0.354241288688439,1.956709177313262
11,0.3964035460442125,1.7485897577783922
12,0.3615489552229915,1.9171599600735532
13,0.28356730764320204,2.4443832623755637
14,0.20635900676025026,3.358938344596947
15,0.0934784263621998,7.415049734301428
16,0.009316860045425581,74.39707982951495
17,0.009316860045425581,74.39707982951495
18,0.009316860045425581,74.39707982951495
19,0.009316860045425581,74.39707982951495
20,0.009316860045425581,74.39707982951495
21,0.009316860045425581,74.39707982951495
22,0.009316860045425581,74.39707982951495
23,0.009316860045425581,74.39707982951495
24,0.009599811237131241,72.20425104599055
25,0.04613352037615858,15.024805714114937
26,0.08398100259843885,8.253618784170486
27,0.09507700536519877,7.290376657294882
28,0.07622381463615122,9.09357769443359
29,0.030207770572471752,22.945989307519707
30,0.009316860045425581,74.39707982951495
31,0.009316860045425581,74.39707982951495
32,0.007662708663706681,90.45720136052378
33,0.009316860045425581,74.39707982951495
34,0.009316860045425581,74.39707982951495
35,0.009316860045425581,74.39707982951495
36,0.009316860045425581,74.39707982951495
37,0.009316860045425581,74.39707982951495
38,0.009316860045425581,74.39707982951495
39,0.007989968559963433,86.75217872986443
40,0.027725189962473088,25.000628724208624
41,0.03613351857055318,19.182941711212756
42,0.03222875299810827,21.50710518029137
43,0.01023141013976067,67.7469841489669
44,0.009316860045425581,74.39707982951495
45,0.009316860045425581,74.39707982951495
46,0.009316860045425581,74.39707982951495
47,0.009316860045425581,74.39707982951495
48,0.009316860045425581,74.39707982951495
49,0.009316860045425581,74.39707982951495
50,0.009316860045425581,74.39707982951495
51,0.009316860045425581,74.39707982951495
52,0.009316860045425581,74.39707982951495
53,0.009316860045425581,74.39707982951495
54,0.013014882702493168,53.25804284253473
55,0.02439185626735006,28.41715583113548
56,0.017827744017372263,38.880252032141996
57,0.009316860045425581,74.39707982951495
58,0.009316860045425581,74.39707982951495
59,0.009316860045425581,74.39707982951495
60,0.009316860045425581,74.39707982951495
61,0.009316860045425581,74.39707982951495
62,0.009316860045425581,74.39707982951495
63,0.009316860045425581,74.39707982951495
64,0.009316860045425581,74.39707982951495
65,0.009316860045425581,74.39707982951495
66,0.009316860045425581,74.39707982951495
67,0.009316860045425581,74.39707982951495
68,0.011741662664992818,59.03313698719425
69,0.015074996221924479,45.979923998379476
70,0.009316860045425581,74.39707982951495
71,0.009316860045425581,74.39707982951495
72,0.009316860045425581,74.39707982951495
73,0.009316860045425581,74.39707982951495
74,0.009316860045425581,74.39707982951495
75,0.009316860045425581,74.39707982951495
76,0.009316860045425581,74.39707982951495
77,0.009316860045425581,74.39707982951495
78,0.009316860045425581,74.39707982951495
79,0.009316860045425581,74.39707982951495
80,0.009316860045425581,74.39707982951495
81,0.009316860045425581,74.39707982951495
82,0.011741662664992818,59.03313698719425
83,0.011741662664992818,59.03313698719425
84,0.009316860045425581,74.39707982951495
85,0.009316860045425581,74.39707982951495
86,0.009316860045425581,74.39707982951495
87,0.009316860045425581,74.39707982951495
88,0.009316860045425581,74.39707982951495
89,0.009316860045425581,74.39707982951495
90,0.009316860045425581,74.39707982951495
91,0.009316860045425581,74.39707982951495
92,0.009316860045425581,74.39707982951495
93,0.009316860045425581,74.39707982951495
94,0.009316860045425581,74.39707982951495
95,0.009316860045425581,74.39707982951495
96,0.009316860045425581,74.39707982951495
97,0.009316860045425581,74.39707982951495
98,0.009316860045425581,74.39707982951495
99,0.009316860045425581,74.39707982951495
100,0.009316860045425581,74.39707982951495
101,0.009316860045425581,74.39707982951495
102,0.009316860045425581,74.39707982951495
103,0.009316860045425581,74.39707982951495
104,0.009316860045425581,74.39707982951495
105,0.009316860045425581,74.39707982951495
106,0.009316860045425581,74.39707982951495
107,0.009316860045425581,74.39707982951495
108,0.009316860045425581,74.39707982951495
109,0.009316860045425581,74.39707982951495
110,0.009316860045425581,74.39707982951495
111,0.009316860045425581,74.39707982951495
112,0.009316860045425581,74.39707982951495
113,0.009316860045425581,74.39707982951495
114,0.009316860045425581,74.39707982951495
115,0.009316860045425581,74.39707982951495
116,0.009316860045425581,74.39707982951495
117,0.009316860045425581,74.39707982951495
118,0.009316860045425581,74.39707982951495
119,0.009316860045425581,74.39707982951495
