day,mean_beta,std_beta
4,0.5,0.0
5,0.49953076243400574,0.027624020352959633
6,0.5181795954704285,0.019836490973830223
7,0.541294515132904,0.009035532362759113
8,0.5369418263435364,0.01117987185716629
9,0.5352816581726074,0.012908906675875187
10,0.4790060222148895,0.010931252501904964
11,0.4047357439994812,0.013906546868383884
12,0.41630855202674866,0.011113415472209454
13,0.4758896827697754,0.009534756653010845
14,0.48593705892562866,0.010255837813019753
15,0.4873484671115875,0.007001937832683325
16,0.48843592405319214,0.0046511259861290455
17,0.5028836131095886,0.00452010240405798
18,0.5196031928062439,0.0048747435212135315
19,0.47170284390449524,0.010113131254911423
20,0.39501717686653137,0.01890501007437706
21,0.4147194027900696,0.01435958780348301
22,0.5003395080566406,0.004969344940036535
23,0.558210015296936,0.011673491448163986
24,0.5446062684059143,0.01055766362696886
25,0.49786755442619324,0.003495787037536502
26,0.4987506568431854,0.005940191447734833
27,0.5141472220420837,0.004810154438018799
28,0.5185216069221497,0.003917595837265253
29,0.5258836150169373,0.006806249730288982
30,0.5225746035575867,0.007763359230011702
31,0.5171411633491516,0.007229809649288654
32,0.5060275793075562,0.005522130057215691
33,0.5992881059646606,0.013730760663747787
34,0.5983708500862122,0.013688157312572002
35,0.5562928318977356,0.010241078212857246
36,0.5784102082252502,0.011658919975161552
37,0.57944655418396,0.01148992870002985
38,0.5181000828742981,0.008511943742632866
39,0.5185099244117737,0.007024644408375025
40,0.6042112112045288,0.013434926979243755
41,0.6224902272224426,0.01562538556754589
42,0.5775303840637207,0.01241124328225851
43,0.6311215162277222,0.018951416015625
44,0.7005895972251892,0.024980172514915466
45,0.6880157589912415,0.021760324016213417
46,0.6988554000854492,0.02146521396934986
47,0.7612252831459045,0.02518518827855587
48,0.7602798938751221,0.026515258476138115
49,0.6788668036460876,0.02135447971522808
50,0.6852746605873108,0.019608398899435997
51,0.7192240357398987,0.02282104268670082
52,0.7387791275978088,0.02423347905278206
53,0.8157949447631836,0.026542430743575096
54,0.7987423539161682,0.02611270174384117
55,0.7214108109474182,0.02172251045703888
56,0.7612083554267883,0.025233697146177292
57,0.8409484028816223,0.02621052972972393
58,0.8320313096046448,0.026481064036488533
59,0.8131691217422485,0.025888679549098015
60,0.8183701038360596,0.025159699842333794
61,0.8544423580169678,0.025134708732366562
62,0.9020335078239441,0.02247956581413746
63,0.9158177375793457,0.021306496113538742
64,0.8925875425338745,0.022945014759898186
65,0.8517693877220154,0.02495003491640091
66,0.7818076014518738,0.024504834786057472
67,0.8083924055099487,0.025727661326527596
68,0.9030659198760986,0.022596675902605057
69,0.9209808707237244,0.02133697085082531
70,0.8985978960990906,0.023539556190371513
71,0.8674466013908386,0.02489268034696579
72,0.8454197645187378,0.025016890838742256
73,0.8567163348197937,0.025153471156954765
74,0.8758090734481812,0.02385573834180832
75,0.9278936386108398,0.0196306724101305
76,0.9351510405540466,0.018495609983801842
77,0.900139570236206,0.021315528079867363
78,0.8652945160865784,0.0227065272629261
79,0.8734316229820251,0.022852450609207153
80,0.9164807200431824,0.01998424157500267
81,0.9191546440124512,0.02008768729865551
82,0.9104063510894775,0.020764335989952087
83,0.8990688323974609,0.02157929539680481
84,0.9135291576385498,0.020644525066018105
85,0.9254830479621887,0.019605867564678192
86,0.9218775033950806,0.0194008219987154
87,0.9129522442817688,0.020967938005924225
88,0.888759434223175,0.021936148405075073
89,0.8894513249397278,0.022068001329898834
90,0.9285556674003601,0.018526285886764526
91,0.9435136914253235,0.016249291598796844
92,0.9189212322235107,0.018996311351656914
93,0.8898935317993164,0.02100268192589283
94,0.9004172086715698,0.02093115821480751
95,0.9276776313781738,0.018585536628961563
96,0.9361274242401123,0.01729843206703663
97,0.9296229481697083,0.018076106905937195
98,0.9208836555480957,0.018959002569317818
99,0.9197630286216736,0.01893511414527893
100,0.9227494597434998,0.018184378743171692
101,0.9125232696533203,0.01865999586880207
102,0.9259106516838074,0.017941905185580254
103,0.9474402666091919,0.015120471827685833
104,0.9535360336303711,0.01434018649160862
105,0.9390048980712891,0.01594894751906395
106,0.9209603071212769,0.01786426454782486
107,0.9293947219848633,0.01714932546019554
108,0.9432656168937683,0.015729619190096855
109,0.9420149922370911,0.016100561246275902
110,0.9347736835479736,0.016923487186431885
111,0.9235231280326843,0.01802920177578926
112,0.9252796769142151,0.01758885383605957
113,0.9415918588638306,0.015810901299118996
114,0.9473239779472351,0.014820385724306107
115,0.9390136003494263,0.015591710805892944
116,0.9228555560112,0.017850132659077644
117,0.9130300283432007,0.018320363014936447
118,0.8914085030555725,0.01934114471077919
119,0.9091340899467468,0.018376950174570084
