day,mean_alpha,std_alpha
4,0.5,0.0
5,0.2773665189743042,0.032214175909757614
6,0.1480598896741867,0.034869562834501266
7,0.09075223654508591,0.02962382510304451
8,0.07189901918172836,0.026589641347527504
9,0.07472439110279083,0.026492036879062653
10,0.08989638090133667,0.028508400544524193
11,0.11322543025016785,0.030713651329278946
12,0.12354880571365356,0.02876116894185543
13,0.12820418179035187,0.027926035225391388
14,0.12270510196685791,0.02725868485867977
15,0.11711151152849197,0.026085250079631805
16,0.09334258735179901,0.02349715493619442
17,0.07931758463382721,0.022366927936673164
18,0.08001185208559036,0.02263171225786209
19,0.09097430109977722,0.024020681157708168
20,0.10149893909692764,0.025915805250406265
21,0.1043127253651619,0.025288762524724007
22,0.11370192468166351,0.02677186205983162
23,0.11996724456548691,0.025769643485546112
24,0.13613158464431763,0.02668963558971882
25,0.15356487035751343,0.02687193639576435
26,0.14887011051177979,0.026999792084097862
27,0.11595369130373001,0.02524341642856598
28,0.08812224119901657,0.02336590550839901
29,0.07588107883930206,0.022918149828910828
30,0.08863218873739243,0.024324318394064903
31,0.13089285790920258,0.028666965663433075
32,0.16401109099388123,0.029589474201202393
33,0.16189786791801453,0.030181417241692543
34,0.13882498443126678,0.029210146516561508
35,0.10708217322826385,0.02768879383802414
36,0.09728212654590607,0.02492746338248253
37,0.10694321990013123,0.025255562737584114
38,0.1467420607805252,0.02798767015337944
39,0.1934848576784134,0.028550084680318832
40,0.19876143336296082,0.029669152572751045
41,0.20135118067264557,0.031272973865270615
42,0.20913389325141907,0.03089340217411518
43,0.16718296706676483,0.030226662755012512
44,0.1639934629201889,0.029702618718147278
45,0.19288408756256104,0.028534915298223495
46,0.20963513851165771,0.028306923806667328
47,0.16323871910572052,0.028639700263738632
48,0.16995154321193695,0.02993098646402359
49,0.2576504051685333,0.030307980254292488
50,0.3166346848011017,0.03065723553299904
51,0.2753821909427643,0.03235708549618721
52,0.3011842966079712,0.031916726380586624
53,0.33479928970336914,0.029586095362901688
54,0.25284722447395325,0.0311492457985878
55,0.2673168480396271,0.03118194080889225
56,0.27129536867141724,0.03267526999115944
57,0.24369893968105316,0.03344292566180229
58,0.39985910058021545,0.03146125003695488
59,0.4305447041988373,0.028564566746354103
60,0.1992681473493576,0.03173694759607315
61,0.13120265305042267,0.02913418412208557
62,0.2008184790611267,0.03092953749001026
63,0.43390795588493347,0.023899557068943977
64,0.5090304613113403,0.02613004297018051
65,0.34584179520606995,0.026695463806390762
66,0.24649859964847565,0.030467230826616287
67,0.3072156608104706,0.029168644919991493
68,0.5015951991081238,0.024234211072325706
69,0.5320703983306885,0.025935884565114975
70,0.4335867464542389,0.03027232736349106
71,0.371804803609848,0.033329032361507416
72,0.4465729892253876,0.032063744962215424
73,0.5013850927352905,0.025470992550253868
74,0.4038741886615753,0.022326307371258736
75,0.36595842242240906,0.02364271879196167
76,0.4510548412799835,0.021061573177576065
77,0.4612072706222534,0.01890147291123867
78,0.4352567493915558,0.018063386902213097
79,0.4031459093093872,0.020162135362625122
80,0.5250039100646973,0.013029443100094795
81,0.6047850251197815,0.015069402754306793
82,0.5541412830352783,0.016085734590888023
83,0.5237902998924255,0.0201745443046093
84,0.596031665802002,0.02084319107234478
85,0.6191734075546265,0.022866053506731987
86,0.5267350077629089,0.02121792919933796
87,0.5032414793968201,0.021732252091169357
88,0.5929754376411438,0.028873104602098465
89,0.5660097002983093,0.03419145569205284
90,0.5496402978897095,0.03060464933514595
91,0.5729024410247803,0.02626279555261135
92,0.6185450553894043,0.021409425884485245
93,0.6258753538131714,0.018848158419132233
94,0.6007017493247986,0.018994001671671867
95,0.6758047342300415,0.02405770681798458
96,0.727070152759552,0.026279250159859657
97,0.5996686816215515,0.02280501276254654
98,0.5136669278144836,0.021010376513004303
99,0.6288597583770752,0.026723459362983704
100,0.719539225101471,0.03252517431974411
101,0.7041369080543518,0.034237299114465714
102,0.5797747373580933,0.03334309905767441
103,0.5967071056365967,0.03296765312552452
104,0.7039171457290649,0.03268509730696678
105,0.7531840801239014,0.029566483572125435
106,0.6832801699638367,0.02489514648914337
107,0.6087979674339294,0.02065192349255085
108,0.692743182182312,0.023604562506079674
109,0.7570629715919495,0.02806156873703003
110,0.7188907265663147,0.029614325612783432
111,0.6753479838371277,0.03212427347898483
112,0.729398787021637,0.0366048738360405
113,0.6887794733047485,0.034128058701753616
114,0.6119518876075745,0.028343182057142258
115,0.7172280550003052,0.029202712699770927
116,0.8388038873672485,0.029558682814240456
117,0.8687471747398376,0.02784469723701477
118,0.8493772745132446,0.028598278760910034
119,0.7503084540367126,0.03019212745130062
