day,eta,half_life
6,0.08285428601276636,8.36585786827182
7,0.015249787969203382,45.452906096775976
8,0.009316860045425581,74.39707982951495
9,0.009316860045425581,74.39707982951495
10,0.009316860045425581,74.39707982951495
11,0.009316860045425581,74.39707982951495
12,0.009316860045425581,74.39707982951495
13,0.009316860045425581,74.39707982951495
14,0.009316860045425581,74.39707982951495
15,0.009316860045425581,74.39707982951495
16,0.009316860045425581,74.39707982951495
17,0.009316860045425581,74.39707982951495
18,0.009316860045425581,74.39707982951495
19,0.009316860045425581,74.39707982951495
20,0.009316860045425581,74.39707982951495
21,0.009316860045425581,74.39707982951495
22,0.009316860045425581,74.39707982951495
23,0.009316860045425581,74.39707982951495
24,0.009316860045425581,74.39707982951495
25,0.009316860045425581,74.39707982951495
26,0.009316860045425581,74.39707982951495
27,0.009316860045425581,74.39707982951495
28,0.009316860045425581,74.39707982951495
29,0.009316860045425581,74.39707982951495
30,0.009316860045425581,74.39707982951495
31,0.009316860045425581,74.39707982951495
32,0.009316860045425581,74.39707982951495
33,0.009316860045425581,74.39707982951495
34,0.009316860045425581,74.39707982951495
35,0.009316860045425581,74.39707982951495
36,0.009316860045425581,74.39707982951495
37,0.009316860045425581,74.39707982951495
38,0.009316860045425581,74.39707982951495
39,0.009316860045425581,74.39707982951495
40,0.009316860045425581,74.39707982951495
41,0.009316860045425581,74.39707982951495
42,0.009316860045425581,74.39707982951495
43,0.009316860045425581,74.39707982951495
44,0.009316860045425581,74.39707982951495
45,0.009316860045425581,74.39707982951495
46,0.009316860045425581,74.39707982951495
47,0.009316860045425581,74.39707982951495
48,0.009316860045425581,74.39707982951495
49,0.009316860045425581,74.39707982951495
50,0.009316860045425581,74.39707982951495
51,0.009316860045425581,74.39707982951495
52,0.009316860045425581,74.39707982951495
53,0.009316860045425581,74.39707982951495
54,0.009316860045425581,74.39707982951495
55,0.009316860045425581,74.39707982951495
56,0.009316860045425581,74.39707982951495
57,0.009316860045425581,74.39707982951495
58,0.009316860045425581,74.39707982951495
59,0.009316860045425581,74.39707982951495
60,0.009316860045425581,74.39707982951495
61,0.009316860045425581,74.39707982951495
62,0.009316860045425581,74.39707982951495
63,0.009316860045425581,74.39707982951495
64,0.009316860045425581,74.39707982951495
65,0.009316860045425581,74.39707982951495
66,0.009316860045425581,74.39707982951495
67,0.009316860045425581,74.39707982951495
68,0.009316860045425581,74.39707982951495
69,0.009316860045425581,74.39707982951495
70,0.009316860045425581,74.39707982951495
71,0.009316860045425581,74.39707982951495
72,0.009316860045425581,74.39707982951495
73,0.009316860045425581,74.39707982951495
74,0.009316860045425581,74.39707982951495
75,0.009316860045425581,74.39707982951495
76,0.009316860045425581,74.39707982951495
77,0.009316860045425581,74.39707982951495
78,0.009316860045425581,74.39707982951495
79,0.009316860045425581,74.39707982951495
80,0.009316860045425581,74.39707982951495
81,0.009316860045425581,74.39707982951495
82,0.009316860045425581,74.39707982951495
83,0.009316860045425581,74.39707982951495
84,0.009316860045425581,74.39707982951495
85,0.009316860045425581,74.39707982951495
86,0.009316860045425581,74.39707982951495
87,0.009316860045425581,74.39707982951495
88,0.009316860045425581,74.39707982951495
89,0.009316860045425581,74.39707982951495
90,0.009316860045425581,74.39707982951495
91,0.009316860045425581,74.39707982951495
92,0.009316860045425581,74.39707982951495
93,0.009316860045425581,74.39707982951495
94,0.009316860045425581,74.39707982951495
95,0.009316860045425581,74.39707982951495
96,0.009316860045425581,74.39707982951495
97,0.03613351857055318,19.182941711212756
98,0.0762885249010823,9.085864243130905
99,0.07325720736301962,9.461829156619576
100,0.07331553394689586,9.454301745411932
101,0.06385870875662458,10.854387663891488
102,0.06052537447611353,11.452175001965454
103,0.06052537447611353,11.452175001965454
104,0.06052537447611353,11.452175001965454
105,0.06052537447611353,11.452175001965454
106,0.06052537447611353,11.452175001965454
107,0.05719204024504382,12.11964423003798
108,0.05687515645278986,12.187169649991263
109,0.049741691504327175,13.934933847186246
110,0.049058691373440766,14.12893742484128
111,0.048603128478006075,14.26136963330681
112,0.048639167266339746,14.250802789537701
113,0.04742913122424548,14.61437649538081
114,0.04621124672852147,14.999534304538392
115,0.039466852489274534,17.562768167244
116,0.039466852489274534,17.562768167244
117,0.039466852489274534,17.562768167244
118,0.039466852489274534,17.562768167244
119,0.039466852489274534,17.562768167244
