day,m2,m5b,m5b_hs
4,0.33332547545433044,0.33332547545433044,0.33332547545433044
5,0.4112608730792999,0.29436972737312317,0.29436972737312317
6,0.4058842658996582,0.4682427942752838,0.12587226927280426
7,0.4042130410671234,0.5182737708091736,0.07751334458589554
8,0.41805461049079895,0.48597246408462524,0.09597357362508774
9,0.41930097341537476,0.40901628136634827,0.17168210446834564
10,0.4116079807281494,0.3553624153137207,0.23302960395812988
11,0.44709786772727966,0.3331015408039093,0.21980063617229462
12,0.45949894189834595,0.36062636971473694,0.1798742115497589
13,0.46029430627822876,0.38942086696624756,0.15028488636016846
14,0.46187451481819153,0.3939005434513092,0.14422482252120972
15,0.46026623249053955,0.37827709317207336,0.16145598888397217
16,0.4571897089481354,0.3684530556201935,0.17435762286186218
17,0.4999900758266449,0.30882081389427185,0.1911880522966385
18,0.4926621913909912,0.3091461956501007,0.19819213449954987
19,0.49722984433174133,0.3057774305343628,0.19699296355247498
20,0.5080846548080444,0.3178142011165619,0.17410078644752502
21,0.492209792137146,0.3478381633758545,0.15995152294635773
22,0.4667438566684723,0.34571537375450134,0.18754054605960846
23,0.453512579202652,0.35764461755752563,0.1888425648212433
24,0.38632670044898987,0.41128504276275635,0.20238766074180603
25,0.43363720178604126,0.3708783686161041,0.19548390805721283
26,0.44707027077674866,0.37504446506500244,0.17788514494895935
27,0.43359285593032837,0.38433969020843506,0.18206727504730225
28,0.42700818181037903,0.39252400398254395,0.1804673671722412
29,0.45656469464302063,0.3702612817287445,0.17317362129688263
30,0.4299631416797638,0.3892190754413605,0.18081769347190857
31,0.419230580329895,0.3933635652065277,0.18740573525428772
32,0.4205693304538727,0.38930973410606384,0.19012093544006348
33,0.4183717370033264,0.3700498044490814,0.21157792210578918
34,0.40534302592277527,0.3338029384613037,0.26085394620895386
35,0.33988088369369507,0.3860962390899658,0.27402305603027344
36,0.3311077058315277,0.42330634593963623,0.24558579921722412
37,0.37035131454467773,0.3962148427963257,0.23343318700790405
38,0.3698429763317108,0.3876487910747528,0.24250781536102295
39,0.381986528635025,0.3794780373573303,0.2385360300540924
40,0.37504011392593384,0.36955127120018005,0.2554081976413727
41,0.3615427315235138,0.3611258566379547,0.27733203768730164
42,0.34718379378318787,0.3776455223560333,0.2751697599887848
43,0.3720357120037079,0.34912109375,0.2788432240486145
44,0.3857937753200531,0.34892797470092773,0.26527902483940125
45,0.3810318112373352,0.3685263395309448,0.25044164061546326
46,0.3872056007385254,0.363894522190094,0.2489003688097
47,0.39462751150131226,0.3560851216316223,0.2492871880531311
48,0.3882821798324585,0.36489731073379517,0.24682070314884186
49,0.35285356640815735,0.37165042757987976,0.275495707988739
50,0.35124921798706055,0.33830615878105164,0.3104439079761505
51,0.3412685692310333,0.32756945490837097,0.3311622440814972
52,0.3709191381931305,0.31552496552467346,0.3135559856891632
53,0.3517760932445526,0.28842276334762573,0.3598008155822754
54,0.3486436903476715,0.32367345690727234,0.3276831805706024
55,0.35267361998558044,0.3258008360862732,0.32152509689331055
56,0.3644806444644928,0.31124046444892883,0.3242790997028351
57,0.3513723909854889,0.32957395911216736,0.31905338168144226
58,0.33985358476638794,0.33727598190307617,0.3228704035282135
59,0.3373068571090698,0.3498479723930359,0.3128451704978943
60,0.30193030834198,0.3394821882247925,0.35858744382858276
61,0.3213917016983032,0.3316566050052643,0.34695175290107727
62,0.3352699875831604,0.3117798864841461,0.3529503047466278
63,0.3143927752971649,0.33395490050315857,0.35165247321128845
64,0.3189999759197235,0.31865954399108887,0.3623412549495697
65,0.3324089050292969,0.31638479232788086,0.3512061834335327
66,0.3431808650493622,0.31616753339767456,0.3406515121459961
67,0.28695836663246155,0.3101740777492523,0.4028671383857727
68,0.29380282759666443,0.296030730009079,0.4101663827896118
69,0.3148038387298584,0.3028101623058319,0.3823859393596649
70,0.3196134567260742,0.3058357238769531,0.374551385641098
71,0.2888880670070648,0.3200102746486664,0.3911017179489136
72,0.3072187602519989,0.30488121509552,0.38789933919906616
73,0.3070700764656067,0.31326431035995483,0.37966594099998474
74,0.32184478640556335,0.35237300395965576,0.3257823884487152
75,0.3194664418697357,0.3381812870502472,0.34235212206840515
76,0.3832644820213318,0.2582545280456543,0.35848161578178406
77,0.3800950050354004,0.26522207260131836,0.3546826243400574
78,0.3524518311023712,0.2856099307537079,0.36193814873695374
79,0.3450424373149872,0.29349157214164734,0.3614659905433655
80,0.36099958419799805,0.3372269868850708,0.3017733693122864
81,0.3765522539615631,0.3183475434780121,0.3051007390022278
82,0.39171886444091797,0.3071235716342926,0.30115705728530884
83,0.3601199984550476,0.3490939438343048,0.29078662395477295
84,0.3611637055873871,0.3489285409450531,0.2899077832698822
85,0.3743807077407837,0.3306993842124939,0.29491981863975525
86,0.3494051992893219,0.3381659984588623,0.3124285340309143
87,0.38385841250419617,0.2955808937549591,0.320560485124588
88,0.37161463499069214,0.30671998858451843,0.32166537642478943
89,0.32287970185279846,0.3068130910396576,0.3703072965145111
90,0.31390172243118286,0.30756786465644836,0.3785306513309479
91,0.3524949848651886,0.3165073096752167,0.3309974670410156
92,0.3717930018901825,0.32028838992118835,0.3079186975955963
93,0.40457019209861755,0.3124575912952423,0.28297165036201477
94,0.3311557471752167,0.309373140335083,0.359470933675766
95,0.3059638440608978,0.3294192850589752,0.3646164536476135
96,0.30458199977874756,0.34684085845947266,0.3485773205757141
97,0.03677897900342941,0.9441095590591431,0.019111040979623795
98,0.01185340341180563,0.9841451048851013,0.004001862369477749
99,0.03126593679189682,0.9605069756507874,0.008226992562413216
100,0.19392956793308258,0.7544019222259521,0.05166812241077423
101,0.20099802315235138,0.6321157813072205,0.16688580811023712
102,0.03628985211253166,0.8983781933784485,0.0653320774435997
103,0.011141786351799965,0.963054358959198,0.025804132223129272
104,0.01298170443624258,0.956736147403717,0.03028135746717453
105,0.02522927336394787,0.934556782245636,0.040214214473962784
106,0.0511668361723423,0.9047595858573914,0.04407360777258873
107,0.07192208617925644,0.8870023488998413,0.041075725108385086
108,0.04035375267267227,0.932547926902771,0.027098070830106735
109,0.030830159783363342,0.9433183073997498,0.02585102804005146
110,0.031546205282211304,0.9376746416091919,0.03077681176364422
111,0.03792950138449669,0.9248011112213135,0.03727098926901817
112,0.03509702906012535,0.9323148727416992,0.032589346170425415
113,0.032521434128284454,0.9362465739250183,0.031231770291924477
114,0.0343480259180069,0.9320215582847595,0.033631689846515656
115,0.03561480715870857,0.9288049340248108,0.03558022901415825
116,0.03597960248589516,0.92959064245224,0.03442980721592903
