day,method,group,log_loss,brier,pr_auc,n
85,rolling_3,A,0.3873110416989797,0.12361209156959208,0.7217861185334711,1497
85,rolling_3,B,0.38385945433061847,0.12284024561622342,0.7123352606246585,1503
85,rolling_3,overall,0.3855817964274308,0.12322539674695436,0.7177910275854523,3000
85,expanding,A,0.30095111290621557,0.09206109032235915,0.8476513430835335,1497
85,expanding,B,0.306648336949769,0.0940499060206397,0.8348830141359898,1503
85,expanding,overall,0.3038054221520359,0.09305748698719772,0.8412339569312871,3000
85,m1_global_mix,A,0.30095111290621557,0.09206109032235915,0.8476513430835335,1497
85,m1_global_mix,B,0.306648336949769,0.0940499060206397,0.8348830141359898,1503
85,m1_global_mix,overall,0.3038054221520359,0.09305748698719772,0.8412339569312871,3000
85,m2_context_gate,A,0.30219962990903954,0.09244246381520148,0.8471917246607371,1497
85,m2_context_gate,B,0.30763698395609695,0.0944024671105331,0.8333773046473533,1503
85,m2_context_gate,overall,0.30492374428661534,0.09342442546616261,0.8401911931677046,3000
85,m5_multiscale_gate,A,0.3026484509162385,0.09254431458192547,0.8471812711957137,1497
85,m5_multiscale_gate,B,0.3083001071621737,0.09458396530399442,0.8333744785237891,1503
85,m5_multiscale_gate,overall,0.30547993069545204,0.09356617959368202,0.8399608030899912,3000
85,m2_m5_ensemble,A,0.3024139278626591,0.09248476307596826,0.8471251063857187,1497
85,m2_m5_ensemble,B,0.30796700763152507,0.09448885473732789,0.8334333602680523,1503
85,m2_m5_ensemble,overall,0.3051960208268609,0.09348881299830945,0.8401943503103447,3000
86,rolling_3,A,0.3794937311910433,0.1229079175027453,0.7410747260676949,1497
86,rolling_3,B,0.36977081961906483,0.11854970608752695,0.6939822945355436,1503
86,rolling_3,overall,0.3746225524934821,0.1207244535837209,0.7183017469589049,3000
86,expanding,A,0.30530568291761667,0.09338135734592865,0.8634308105494626,1497
86,expanding,B,0.29937392605668595,0.09176665875180713,0.822690333465755,1503
86,expanding,overall,0.3023338727302904,0.09257239335027377,0.844143722298157,3000
86,m1_global_mix,A,0.30530568291761667,0.09338135734592865,0.8634308105494626,1497
86,m1_global_mix,B,0.29937392605668595,0.09176665875180713,0.822690333465755,1503
86,m1_global_mix,overall,0.3023338727302904,0.09257239335027377,0.844143722298157,3000
86,m2_context_gate,A,0.30639646502534595,0.09375901951423238,0.8627427364917283,1497
86,m2_context_gate,B,0.299541855645623,0.09179418954810478,0.8221633765088461,1503
86,m2_context_gate,overall,0.3029623057261048,0.09277463970120244,0.8436922348828133,3000
86,m5_multiscale_gate,A,0.30684865015881846,0.09389172469472831,0.8627944956010393,1497
86,m5_multiscale_gate,B,0.2996827771472505,0.09185949547250874,0.8217621578839642,1503
86,m5_multiscale_gate,overall,0.30325854778002287,0.09287357785439629,0.8434233448328382,3000
86,m2_m5_ensemble,A,0.3065804567743627,0.09380719283116004,0.8628117880697931,1497
86,m2_m5_ensemble,B,0.2995870325178416,0.09181459261383455,0.822052239740287,1503
