day,mean_beta,std_beta
4,0.5,0.0
5,0.5101817846298218,0.028463389724493027
6,0.5701263546943665,0.023560060188174248
7,0.5822427868843079,0.014059307985007763
8,0.5670520663261414,0.01205789390951395
9,0.5075517892837524,0.013101552613079548
10,0.4496585428714752,0.013562284409999847
11,0.4263957440853119,0.011809691786766052
12,0.4424651265144348,0.00835507083684206
13,0.46538567543029785,0.007182138040661812
14,0.4631441533565521,0.0068753380328416824
15,0.45805391669273376,0.006210816092789173
16,0.46375781297683716,0.005793225485831499
17,0.4456246793270111,0.008537554182112217
18,0.4528978765010834,0.00971394032239914
19,0.4473103880882263,0.010951193980872631
20,0.4371439516544342,0.010632182471454144
21,0.43701472878456116,0.00840426329523325
22,0.4651477038860321,0.006355699151754379
23,0.4652363359928131,0.005668783560395241
24,0.49519258737564087,0.0026128082536160946
25,0.4730476140975952,0.005617077462375164
26,0.4665461480617523,0.007105469238013029
27,0.4573342204093933,0.0065306127071380615
28,0.46503588557243347,0.005748186260461807
29,0.47256243228912354,0.005729916505515575
30,0.4921285808086395,0.0041210888884961605
31,0.4939858019351959,0.0027319560758769512
32,0.48197293281555176,0.004132584668695927
33,0.47571679949760437,0.004880168009549379
34,0.48209017515182495,0.004407381173223257
35,0.5542990565299988,0.008992484770715237
36,0.5826784372329712,0.01286899484694004
37,0.5068022608757019,0.003330864245072007
38,0.4667406380176544,0.006436625029891729
39,0.4421554505825043,0.011157557368278503
40,0.4754523038864136,0.006775649730116129
41,0.4901171922683716,0.0034711703192442656
42,0.49694734811782837,0.006111710797995329
43,0.47958195209503174,0.005435283295810223
44,0.4755358099937439,0.005349521059542894
45,0.4887639880180359,0.005021926015615463
46,0.5003289580345154,0.003316373797133565
47,0.4939571022987366,0.0029844678938388824
48,0.4878003001213074,0.0036369108129292727
49,0.4878014028072357,0.00323487282730639
50,0.4936065673828125,0.0022990270517766476
51,0.49814891815185547,0.003545065876096487
52,0.4963522255420685,0.004468341823667288
53,0.5043679475784302,0.004653699696063995
54,0.4994716942310333,0.003839173587039113
55,0.509205162525177,0.004137685988098383
56,0.4743375778198242,0.004046336747705936
57,0.47785449028015137,0.004049437120556831
58,0.46933692693710327,0.006011821795254946
59,0.4764164090156555,0.003990642260760069
60,0.5233137011528015,0.004644041880965233
61,0.5287441611289978,0.006659269332885742
62,0.49580785632133484,0.002612506737932563
63,0.49417734146118164,0.0027962056919932365
64,0.44294145703315735,0.008545858785510063
65,0.436001718044281,0.009322275407612324
66,0.5059431791305542,0.0022812657989561558
67,0.5181862711906433,0.005036282353103161
68,0.4999209940433502,0.002660811645910144
69,0.49885010719299316,0.003485793713480234
70,0.5026100873947144,0.004763145465403795
71,0.5056192278862,0.003661554539576173
72,0.4913455843925476,0.003059841925278306
73,0.49751773476600647,0.004004218615591526
74,0.4952082633972168,0.0038114339113235474
75,0.4939683973789215,0.002954724710434675
76,0.46326693892478943,0.005063938908278942
77,0.474631667137146,0.004884600173681974
78,0.5238491296768188,0.0038549420423805714
79,0.5266366004943848,0.005267969332635403
80,0.5141469836235046,0.005142249166965485
81,0.469285249710083,0.004620831459760666
82,0.41453856229782104,0.010737426578998566
83,0.4463016092777252,0.007599061820656061
84,0.5026918053627014,0.003920677118003368
85,0.526922881603241,0.00519954226911068
86,0.4815499782562256,0.0024367256555706263
87,0.46013134717941284,0.00608195411041379
88,0.4667993485927582,0.005484526511281729
89,0.5119786858558655,0.004088590387254953
90,0.505967915058136,0.005619346629828215
91,0.5037204027175903,0.004855236038565636
92,0.47575846314430237,0.003007336053997278
93,0.47544345259666443,0.0052819401025772095
94,0.48174169659614563,0.00496468972414732
95,0.5024633407592773,0.002731525106355548
96,0.5573663115501404,0.007490320131182671
97,0.8908343315124512,0.022900165989995003
98,0.9147804379463196,0.021015288308262825
99,0.7625099420547485,0.026139743626117706
100,0.4280379116535187,0.031659651547670364
101,0.47451233863830566,0.02402319572865963
102,0.7953437566757202,0.024702714756131172
103,0.9464607834815979,0.017011085525155067
104,0.9737387895584106,0.011166318319737911
105,0.9751517176628113,0.009989272803068161
106,0.9602304100990295,0.012892254628241062
107,0.9165159463882446,0.017383689060807228
108,0.8768836259841919,0.01785740815103054
109,0.8627834320068359,0.017163487151265144
110,0.8944838643074036,0.017077701166272163
111,0.9238095879554749,0.016304995864629745
112,0.9417282938957214,0.015057450160384178
113,0.9460208415985107,0.015069703571498394
114,0.9354022741317749,0.016450807452201843
115,0.9185256958007812,0.017167065292596817
116,0.9056764245033264,0.018327806144952774
117,0.9143982529640198,0.017067641019821167
118,0.9246442317962646,0.01596333272755146
119,0.9267054796218872,0.01588643342256546
