day,expanding,rolling_1,rolling_3,rolling_7,rolling_14
4,0.2,0.2,0.2,0.2,0.2
5,0.2004545193568743,0.19777722059737562,0.20085922133200235,0.2004545193568743,0.2004545193568743
6,0.20192196661399953,0.19207084483441084,0.2021632553235908,0.20192196661399953,0.20192196661399953
7,0.2032246107337891,0.19011119362100926,0.20021497417762374,0.2032246107337891,0.2032246107337891
8,0.20341830632972419,0.19295362113740772,0.1967914598734194,0.20341830632972419,0.20341830632972419
9,0.20156090446808955,0.20129351391185252,0.19683653720996586,0.1987481399420027,0.20156090446808955
10,0.19674612304268552,0.2106015427275108,0.2026898185116173,0.19321639267550111,0.19674612304268552
11,0.19223004768093271,0.2137705165321579,0.21038695635496812,0.1913824317510085,0.19223004768093271
12,0.1906802459788275,0.21074518951304175,0.21485427845631547,0.1930400400729873,0.1906802459788275
13,0.1921159471094732,0.2054968605518654,0.2131472239796115,0.1971240212495764,0.1921159471094732
14,0.1963369515655413,0.19824303763708676,0.20815507563298696,0.20092798359884428,0.1963369515655413
15,0.20256451445810958,0.1938456353024939,0.20064264277113925,0.20038269301014744,0.20256451445810958
16,0.2091159341853671,0.1930202810269196,0.19516189493970262,0.19382659381706865,0.2088752960309426
17,0.21024474122491454,0.19745115845229166,0.19625174846763976,0.18708363615656748,0.20896871569858708
18,0.20706047942542938,0.20376547305597692,0.20031225431371985,0.18451356323197005,0.20434822997290386
19,0.20333083217582745,0.20330752494050583,0.2072928322949783,0.18724414213822918,0.19882466845045954
20,0.20252736495103357,0.19867436482953704,0.20852268525343365,0.1933912832393459,0.19688430172664997
21,0.2038499132494342,0.19369351533227458,0.20372411219402062,0.19882027092971244,0.19991218829455853
22,0.20745554710281025,0.19093377458530686,0.1968414973579598,0.19820623884639216,0.2065629421075316
23,0.20829200972576528,0.19325999140694144,0.19476425220903565,0.19228457584292916,0.21139917081532927
24,0.20555179726004288,0.19924147855860636,0.1971211537141585,0.18779161772850034,0.21029395273869256
25,0.20039178061751017,0.2042460634764422,0.20440310834849335,0.1858314222562332,0.20512762530132145
26,0.1972170530162144,0.20445896948429976,0.2090226667775068,0.18873195354286054,0.2005693571791179
27,0.1958191736891106,0.2022736851988337,0.21009329159446272,0.19422709852868167,0.1975867509889113
28,0.19956134164636766,0.19678204998236562,0.2052225381288407,0.1990384571064648,0.1993956131359616
29,0.20517210116058318,0.1934529281826844,0.19892033982333956,0.19854490374886868,0.20390972708452465
30,0.21122870548761527,0.19393640915653765,0.19297078792339437,0.1928866471864652,0.20897745024598807
31,0.2111015871538836,0.1990361483443015,0.19508624383201845,0.18662091525840468,0.20815510541139226
32,0.2087702137012719,0.2012269561559814,0.20093960925433269,0.18515396584029298,0.20390925504812174
33,0.20516424485090162,0.19974557803773219,0.20624925133492106,0.18872966633980792,0.20011125943663766
34,0.20309750583668423,0.1962389917951302,0.20843725748628905,0.1945000048177341,0.19772624006416248
35,0.20518029914490682,0.19068630612181559,0.2042005635643525,0.1996532062653109,0.20027962490361406
36,0.2090591349713828,0.1894198989622234,0.19681614407906273,0.19856535853283785,0.20613946345449333
37,0.21059293162916592,0.19268196592431366,0.19400388790191742,0.19299170660491866,0.20972950793968426
38,0.20798603841150126,0.19988485132787578,0.19611785485131536,0.18733774314641088,0.20867351226289693
39,0.20297236108702943,0.20369959426433032,0.20286405328387114,0.18637169984624927,0.2040922915185199
40,0.19952816076391278,0.2030007295719784,0.20818266989060052,0.18931550215477527,0.1999729376187332
41,0.19885473374028212,0.19901424860445882,0.20880842277242992,0.19510736601458423,0.1982152288682456
42,0.20036930361266758,0.19546421067780628,0.2054344338437983,0.19984163989734643,0.19889041196838203
43,0.2060780135765144,0.19197670292227995,0.19827276451976122,0.19932628545823755,0.2043462335232069
44,0.2119982447674062,0.1915772959884734,0.19334478294197513,0.19314701881398855,0.20993265748815676
45,0.21326871554240173,0.1969863278427652,0.19333439348220197,0.186673318035121,0.20973724509750985
46,0.20832588866907406,0.20132644245372822,0.19965355237957771,0.18589043506798064,0.20480368142963906
47,0.20409185911834327,0.2014524789142046,0.20565616568223177,0.18857569858565817,0.20022379769956275
48,0.20304417188176038,0.19646542575926174,0.20773034364486137,0.19409762817651116,0.19866243053760638
49,0.2049559886777187,0.1910168725683959,0.20368239516500908,0.19929310382356713,0.20105163976530954
50,0.20885942635521743,0.18946899883670443,0.19733732292895267,0.19818918853900472,0.20614506334012034
51,0.21120492250498757,0.19304804294677258,0.1934977498463108,0.19222267938403076,0.21002660531789824
52,0.20887121703553657,0.1987955257929896,0.19586065344748405,0.18734624020287802,0.2091263635211118
53,0.20386270140874263,0.20331677963090194,0.2037068716431991,0.18523634060093253,0.2038773067162234
54,0.19973528266391372,0.20408546990701654,0.20818223726045562,0.1887140561171194,0.1992829540514942
55,0.1984217447680528,0.20019631081836492,0.20902601823341804,0.1951530545000647,0.19720287168009937
56,0.2005234861957283,0.1960919874131493,0.2049618344636135,0.19970788240263287,0.19871480952487613
57,0.20702968327608623,0.1915385432902288,0.19851852795516325,0.1987096673372613,0.204203578141261
58,0.21284019787815034,0.19209445477543777,0.19324587934509496,0.1924865326273681,0.20933293537394926
59,0.21400141316865362,0.1959493307668566,0.19443755110520167,0.18686936676353902,0.2087423381957494
60,0.20901738670719577,0.20227565223318883,0.20066277478067207,0.18456916360476305,0.20347502267418055
61,0.204004739739296,0.2033154062203797,0.20752192304576045,0.18736117533168922,0.19779675566287458
62,0.20197120912535418,0.19985677223685405,0.20821294233149684,0.19342098077899883,0.19653809552729623
63,0.20481703483588173,0.19407650349441474,0.2033013083614994,0.19834937378630063,0.19945577952190424
64,0.20966916716491396,0.18963461270832066,0.19685282302654605,0.19772108444878383,0.20612231265143566
65,0.21136967415319513,0.19364034058089316,0.19409793154795704,0.19177032211611894,0.2091217316018359
66,0.2086747791891475,0.2003205955980905,0.19736826795978027,0.186314063488494,0.2073222937644876
67,0.20474902350035748,0.20404734243178896,0.20258557293903376,0.18531083888378047,0.20330722224503922
68,0.20048427182937179,0.20390881468759664,0.2088268598519336,0.18795389902795445,0.1988261546031435
69,0.1986133503775698,0.2009268139182806,0.20955537678794256,0.1940815392169422,0.19682291969926508
70,0.201058066156648,0.19594926362974807,0.20574186390662327,0.198937025674707,0.1983137806322737
71,0.20705536382803322,0.19195791141922786,0.19877708880951622,0.1983422430521996,0.2038673928910228
72,0.21359628516444337,0.18992023002409053,0.1941357726077544,0.1926258467797753,0.20972186542393645
73,0.21406265063627172,0.19604029291004654,0.19461229334271338,0.1862449914342323,0.20903977167673593
74,0.20919878806470832,0.20247851943460118,0.1997254814137434,0.18462398734977375,0.20397322373717275
75,0.2054973321371491,0.20032585144172843,0.205960931767039,0.18825397121584692,0.19996191343823663
76,0.20370618312693417,0.19505495740080175,0.2077399807333705,0.19509699179693624,0.19840188694195704
77,0.20558191428421024,0.1917389354449553,0.20268534751319095,0.19895840578717214,0.20103539697047104
78,0.21005900903177543,0.18883371922534187,0.19624088284196034,0.1984028791442884,0.2064635097566336
79,0.21233205200501543,0.19245858934479906,0.1918076642834779,0.1936451013715988,0.20975659299510888
80,0.20945193858858702,0.19916099132426002,0.19541075385480072,0.1882801335550754,0.2076961826772773
81,0.20520961739170174,0.20262006870850835,0.20183105910639357,0.18684183856255496,0.20349741623084194
82,0.20129238999408866,0.20159416772735506,0.2079150113080631,0.19003522903246933,0.19916320193802425
83,0.19998775763931426,0.19885778426932643,0.20845099159032293,0.19544447010436916,0.1972589963966673
84,0.2013565230269246,0.19440824428633263,0.20570484399785643,0.19981526957036547,0.19871511911852127
85,0.2068585361998064,0.1925418463870036,0.1983970430043816,0.1988244829556825,0.2033780914531256
86,0.21328824050038975,0.1928803712958194,0.19327916939201711,0.19172028138088631,0.208831937430887
87,0.21345413808558614,0.1966805430636759,0.195047255697974,0.18682857055999885,0.20798949259276475
88,0.20902721686519518,0.20143972217570705,0.20080065636242958,0.18503312703197045,0.2036992775646969
89,0.2038913049076362,0.20218871367844884,0.20795220155503696,0.1874278975774894,0.1985398822813881
90,0.2026424915401637,0.1975390360440575,0.20895400474149525,0.19357240857009594,0.19729205910418815
91,0.20407428708654185,0.19203451809758854,0.2047932328485565,0.1993640817103215,0.19973388025699196
92,0.20930267217941345,0.19006872144290066,0.19674167921238214,0.19831032313937408,0.2055766040259299
