day,mean_alpha,std_alpha
4,0.5,0.0
5,0.2770751416683197,0.03231097012758255
6,0.1467597633600235,0.034733060747385025
7,0.09007208049297333,0.029225919395685196
8,0.0713287964463234,0.026088329032063484
9,0.07204733043909073,0.025590984150767326
10,0.08441560715436935,0.027299799025058746
11,0.10785164684057236,0.029998458921909332
12,0.1137947365641594,0.02775369957089424
13,0.11075988411903381,0.026696620509028435
14,0.100794218480587,0.025861548259854317
15,0.09439220279455185,0.024699881672859192
16,0.09029652923345566,0.023655273020267487
17,0.09061846882104874,0.023760272189974785
18,0.09369777143001556,0.02397391013801098
19,0.10426408052444458,0.024677492678165436
20,0.10650162398815155,0.025621706619858742
21,0.10058075189590454,0.024446094408631325
22,0.10447395592927933,0.025797350332140923
23,0.09604845941066742,0.024246269837021828
24,0.08924320340156555,0.02343197725713253
25,0.08770119398832321,0.022892555221915245
26,0.08700893074274063,0.023480288684368134
27,0.09651997685432434,0.02448934130370617
28,0.10662270337343216,0.025493144989013672
29,0.08831216394901276,0.024281462654471397
30,0.07256737351417542,0.021942028775811195
31,0.0747348964214325,0.022644467651844025
32,0.09288954734802246,0.02465854398906231
33,0.12116467207670212,0.026503223925828934
34,0.12403694540262222,0.0263911634683609
35,0.08672859519720078,0.023772872984409332
36,0.06292092055082321,0.01996810920536518
37,0.059797707945108414,0.018935441970825195
38,0.07373505085706711,0.021712739020586014
39,0.0972275510430336,0.024289287626743317
40,0.09615448117256165,0.024291643872857094
41,0.08887599408626556,0.023694297298789024
42,0.08379363268613815,0.022727487608790398
43,0.07429957389831543,0.021662117913365364
44,0.06613757461309433,0.020884806290268898
45,0.06580166518688202,0.020137060433626175
46,0.07585111260414124,0.02174490876495838
47,0.08151944726705551,0.02217133715748787
48,0.08896932005882263,0.02364088036119938
49,0.0909254178404808,0.02350752428174019
50,0.10343533009290695,0.02405634894967079
51,0.10850382596254349,0.024677501991391182
52,0.10997429490089417,0.024339864030480385
53,0.08917718380689621,0.022379424422979355
54,0.07565265148878098,0.0216513704508543
55,0.07372651249170303,0.02165219560265541
56,0.07470351457595825,0.022401221096515656
57,0.07966682314872742,0.02242531068623066
58,0.08950091898441315,0.024388350546360016
59,0.07661783695220947,0.022265944629907608
60,0.059695154428482056,0.019261397421360016
61,0.0581437312066555,0.019181065261363983
62,0.058369558304548264,0.018173137679696083
63,0.06788978725671768,0.019633563235402107
64,0.08288034796714783,0.021092602983117104
65,0.09690642356872559,0.022540610283613205
66,0.09911008924245834,0.022468313574790955
67,0.09410403668880463,0.022388599812984467
68,0.09216678887605667,0.021571848541498184
69,0.08618056029081345,0.021970123052597046
70,0.08949302136898041,0.022885259240865707
71,0.08830492943525314,0.023030545562505722
72,0.09172847121953964,0.024169130250811577
73,0.08201397210359573,0.023836461827158928
74,0.07440792769193649,0.022506071254611015
75,0.07590297609567642,0.02205135114490986
76,0.07478900253772736,0.021291930228471756
77,0.09273159503936768,0.02191975526511669
78,0.09767648577690125,0.02235351875424385
79,0.08061079680919647,0.020867858082056046
80,0.07385243475437164,0.019207293167710304
81,0.0849762037396431,0.02085776813328266
82,0.08238991349935532,0.020262695848941803
83,0.06264463067054749,0.01769985631108284
84,0.05694360285997391,0.017193732783198357
85,0.06130093336105347,0.017938410863280296
86,0.06933823972940445,0.019073165953159332
87,0.08735383301973343,0.021681463345885277
88,0.10207653790712357,0.022312240675091743
89,0.10076238214969635,0.022335946559906006
90,0.07082762569189072,0.01898019202053547
91,0.05532801151275635,0.016677236184477806
92,0.06875768303871155,0.01905062049627304
93,0.09484804421663284,0.02222405932843685
94,0.09712684154510498,0.022370992228388786
95,0.08697544038295746,0.021716874092817307
96,0.07140518724918365,0.019066432490944862
97,0.08033131062984467,0.020285027101635933
98,0.12480118870735168,0.023860296234488487
99,0.17273065447807312,0.024782566353678703
100,0.08661185950040817,0.021144121885299683
101,0.04635174572467804,0.015325385145843029
102,0.041158031672239304,0.01449259091168642
103,0.05294109135866165,0.0161257553845644
104,0.08814248442649841,0.02008841186761856
105,0.12827454507350922,0.021178701892495155
106,0.09430143982172012,0.019985303282737732
107,0.06428536027669907,0.017301496118307114
108,0.04843328893184662,0.015079885721206665
109,0.047578196972608566,0.014793729409575462
110,0.06187761574983597,0.01704966463148594
111,0.09126678109169006,0.019864408299326897
112,0.10533827543258667,0.02084391564130783
113,0.08597884327173233,0.020166492089629173
114,0.07077015936374664,0.0178226325660944
115,0.06550061702728271,0.01649388112127781
116,0.06631015241146088,0.01695322059094906
117,0.06969649344682693,0.016912410035729408
118,0.08713668584823608,0.01874637044966221
119,0.1117655336856842,0.020401138812303543
