day,expanding,rolling_1,rolling_3,rolling_7,rolling_14
4,0.2,0.2,0.2,0.2,0.2
5,0.20169129562877802,0.195190270358937,0.19973584275472836,0.20169129562877802,0.20169129562877802
6,0.20289780832592158,0.19131284839949242,0.199993726622741,0.20289780832592158,0.20289780832592158
7,0.20388169303483403,0.18935895874197095,0.19899596215352605,0.20388169303483403,0.20388169303483403
8,0.2042220966885797,0.18850983569274624,0.19882387424151426,0.2042220966885797,0.2042220966885797
9,0.20509483441063744,0.18682038844229143,0.19834956590717084,0.20464037682926228,0.20509483441063744
10,0.20559857763972017,0.1851077968272081,0.1987027124777248,0.20499233541562645,0.20559857763972017
11,0.20599042355710698,0.18440212137684792,0.19889881831819595,0.20471821319074252,0.20599042355710698
12,0.20696647788882386,0.18388811616058537,0.19717200281669084,0.2050069252450758,0.20696647788882386
13,0.20685913455606547,0.18397819513657893,0.1977655901871948,0.2045379455640955,0.20685913455606547
14,0.20692910192625552,0.18530598294584355,0.19720219552835888,0.2036336176732868,0.20692910192625552
15,0.20704492744778552,0.18467164563716942,0.1974664539099763,0.20377204555728304,0.20704492744778552
16,0.20694114910165562,0.1849678383403604,0.19720137595481568,0.20394661787631124,0.20694301872685733
17,0.20715337641817558,0.18489414917790709,0.19754994653035265,0.20358773685725168,0.20681479101631361
18,0.20743685977409373,0.18474940228363168,0.1972777046544181,0.20360796747652649,0.20692806581133008
19,0.20720516490568716,0.18525580202317293,0.1979112810076131,0.2031906772765681,0.20643707478695925
20,0.20803793467012172,0.18395790384492577,0.19784796279927575,0.20329475510552975,0.20686144358014757
21,0.20807093512385394,0.18468530654632795,0.19755387903468885,0.20300557436034194,0.20668430493478837
22,0.2076568757908906,0.18505778525770727,0.19773322428581297,0.20312280794687815,0.20642930671871135
23,0.20781898154122697,0.18532108344767498,0.19689084235645748,0.2035512333808336,0.20641785927380688
24,0.2076871744806454,0.1857210249568699,0.19680488253924186,0.20339024282926507,0.20639667519397736
25,0.20868500547591945,0.1831170465689036,0.19740765712002684,0.2039230594158999,0.20686723141925034
26,0.2084673150987718,0.1843884189537129,0.19720152961582058,0.20320475383640288,0.20673798249529135
27,0.20794889147969597,0.1853326514664105,0.19745749391409667,0.2030626350981696,0.20619832804162702
28,0.20884240738987409,0.1836429849825615,0.19747476020593316,0.20308936415790615,0.20695048326372548
29,0.20927481710513335,0.18390738344973812,0.19641935712184327,0.20301585887296197,0.20738258345032456
30,0.20888393024904037,0.18488542433243577,0.19655902171480877,0.2029155252098894,0.20675609849382595
31,0.20874840375583104,0.18417732668153464,0.19725181963957442,0.20342154221418762,0.20640090770887232
32,0.20863127276435267,0.18329543911499982,0.1978392585343434,0.2037531662021176,0.2064808633841867
33,0.20804998242824824,0.18443641735949756,0.19787137356461487,0.20335425449583933,0.20628797215180059
34,0.20827861791529367,0.18452034151823926,0.19751268512992798,0.20324019315197098,0.20644816228456825
35,0.20947028492865086,0.1833471783167249,0.19616843582589305,0.20387279636905364,0.2071413045596775
36,0.20908142093766693,0.18385056489816765,0.19660300782916842,0.20370733920352874,0.2067576671314683
37,0.20904783312179645,0.18456991395103706,0.19676657287779237,0.2035007475673739,0.20611493248200044
38,0.2091351270571184,0.18398555609316836,0.19698343158754758,0.20347248046286281,0.20642340479930255
39,0.2089840847051384,0.18474903341771023,0.19720261372162212,0.20298441495484637,0.206079853200683
40,0.2095049140670424,0.18535485383035194,0.1961349149349748,0.2026758433397462,0.20632947382788414
