method,day,log_loss,brier,pr_auc,n,n_train,fit_time
m1_global_mix,5,0.3445064130504619,0.10961712380053532,0.7640695796151797,3000,24000,0.06629014015197754
m1_global_mix,6,0.33125048984957634,0.10480915801425934,0.8139219160984384,3000,27000,0.08913636207580566
m1_global_mix,7,0.3390531281598911,0.10691968129542266,0.7871212198840482,3000,30000,0.08658695220947266
m1_global_mix,8,0.34147286776871305,0.10787953265328973,0.7918872712594247,3000,33000,0.09688019752502441
m1_global_mix,9,0.33603851707122717,0.10684308461781056,0.7897826425792587,3000,36000,0.1083061695098877
m1_global_mix,10,0.3317001890556942,0.10462904995943992,0.7952176710392717,3000,39000,0.10394501686096191
m1_global_mix,11,0.33873257704497917,0.1061857880466152,0.805039180037477,3000,42000,0.11134839057922363
m1_global_mix,12,0.3245368313262429,0.10168937563944612,0.7966873980849815,3000,45000,0.1354665756225586
m1_global_mix,13,0.32846235510602734,0.10237062175945429,0.7954088973505307,3000,48000,0.12744355201721191
m1_global_mix,14,0.3292218812638621,0.1032386277049117,0.8065422651275136,3000,51000,0.12432384490966797
m1_global_mix,15,0.30339035565352046,0.09367264322424618,0.8327759640636597,3000,54000,0.12754034996032715
m1_global_mix,16,0.3312121861292568,0.10342906900820849,0.8101577156449693,3000,57000,0.13545656204223633
m1_global_mix,17,0.32522992769714826,0.10243367765597505,0.8213526586800943,3000,60000,0.16088581085205078
m1_global_mix,18,0.3231447613371802,0.10141945682080647,0.8258113802680753,3000,63000,0.1609485149383545
m1_global_mix,19,0.3197123368464432,0.09967240879371299,0.828946375454573,3000,66000,0.14721965789794922
m1_global_mix,20,0.3543834338233132,0.11159061296570788,0.8045191808497133,3000,69000,0.15611672401428223
m1_global_mix,21,0.315525778905092,0.09872057016937308,0.8150855314564522,3000,72000,0.19948768615722656
m1_global_mix,22,0.3253494560748352,0.1006067776110901,0.8206990896807347,3000,75000,0.17029809951782227
m1_global_mix,23,0.3185658771809292,0.09892430169265445,0.8031570007647509,3000,78000,0.18981719017028809
m1_global_mix,24,0.31455817348847676,0.09671329673521295,0.8241927080169331,3000,81000,0.23799777030944824
m1_global_mix,25,0.30373095450770604,0.09273458066855303,0.8380197574417825,3000,84000,0.21696257591247559
m1_global_mix,26,0.3188202592414201,0.09816296796818799,0.8186820120009164,3000,87000,0.22355008125305176
m1_global_mix,27,0.32652718303985684,0.10149976309507186,0.8141037276664173,3000,90000,0.18659234046936035
m1_global_mix,28,0.3191649395590061,0.09933047600670862,0.8236055970148981,3000,93000,0.209977388381958
m1_global_mix,29,0.31682920295555195,0.09716871013573954,0.8167780209442657,3000,96000,0.24452757835388184
m1_global_mix,30,0.31256702485759424,0.09696004599060058,0.8419701556421487,3000,99000,0.20083904266357422
m1_global_mix,31,0.3123074819183051,0.09751050270122316,0.8284205779394184,3000,102000,0.22200560569763184
m1_global_mix,32,0.31285703386703095,0.09727207449958387,0.8169520469032063,3000,105000,0.2789897918701172
m1_global_mix,33,0.3244311473482566,0.10129208171416595,0.822140244163245,3000,108000,0.23003411293029785
m1_global_mix,34,0.30859707765874334,0.09431669096883592,0.8477107116015609,3000,111000,0.25098657608032227
m1_global_mix,35,0.317015386653718,0.09798781773498028,0.8228831896283283,3000,114000,0.3084144592285156
m1_global_mix,36,0.32682493273209035,0.10171505657357378,0.8329391409804354,3000,117000,0.3094816207885742
m1_global_mix,37,0.31501220874965624,0.09742891999547966,0.8422118690849044,3000,120000,0.27385759353637695
m1_global_mix,38,0.3175936726066808,0.09882321369347201,0.8194057652273761,3000,123000,0.3115835189819336
m1_global_mix,39,0.3121624489533774,0.09589093659062028,0.8229417829147977,3000,126000,0.3004915714263916
m1_global_mix,40,0.3173662921422658,0.09837703022536946,0.8326903718997402,3000,129000,0.34555864334106445
m1_global_mix,41,0.3131048046923505,0.09733367603746383,0.8439560522600421,3000,132000,0.3461873531341553
m1_global_mix,42,0.32044770191235283,0.09986512615124345,0.8237218599744862,3000,135000,0.34789013862609863
m1_global_mix,43,0.3105251071358087,0.09586232275219489,0.8176330596927213,3000,138000,0.3547191619873047
m1_global_mix,44,0.31960435695867434,0.09941909210504753,0.8255608487846167,3000,141000,0.38309717178344727
m1_global_mix,45,0.32520843836631397,0.10044843665693774,0.8271552245064125,3000,144000,0.37750744819641113
m1_global_mix,46,0.30971579572206065,0.09543149768803982,0.8603284721669214,3000,147000,0.40650105476379395
m1_global_mix,47,0.31527140199689485,0.0968468789621707,0.82329822618817,3000,150000,0.36798810958862305
m1_global_mix,48,0.3128493145155966,0.09648053365215792,0.8398245237065644,3000,153000,0.40630125999450684
m1_global_mix,49,0.3175780305656107,0.09841122251638844,0.8315009415039708,3000,156000,0.3905060291290283
m1_global_mix,50,0.30965552472943864,0.09582078535698312,0.8274219006325607,3000,159000,0.3956642150878906
m1_global_mix,51,0.30383766596484146,0.09321734801892209,0.8333799053592276,3000,162000,0.4048130512237549
m1_global_mix,52,0.3182628518859299,0.09859469824617288,0.8233952521425206,3000,165000,0.431781530380249
m1_global_mix,53,0.31072131294816185,0.09649501103403475,0.8213426162439135,3000,168000,0.4436953067779541
m1_global_mix,54,0.3146741170096509,0.09720791672063134,0.8180885299366891,3000,171000,0.4415600299835205
m1_global_mix,55,0.30629817193377373,0.09449832477326021,0.8385533299485302,3000,174000,0.444873571395874
m1_global_mix,56,0.32803975352007836,0.10163639179913712,0.8252702564786,3000,177000,0.45046281814575195
m1_global_mix,57,0.314274101454333,0.09809263355737054,0.8270879237629464,3000,180000,0.5141134262084961
m1_global_mix,58,0.3239571909258529,0.10131406270920282,0.8098368161922761,3000,183000,0.4923207759857178
m1_global_mix,59,0.3139915609276097,0.09725870757933834,0.8125571881057239,3000,186000,0.5055787563323975
