day,mean_alpha,std_alpha
4,0.5,0.0
5,0.6584405303001404,0.024798007681965828
6,0.4862483739852905,0.008982879109680653
7,0.2660832703113556,0.028268035501241684
8,0.12082279473543167,0.02840646356344223
9,0.07224780321121216,0.02301693707704544
10,0.07241620123386383,0.023305999115109444
11,0.12337711453437805,0.03168804571032524
12,0.27035433053970337,0.03428085893392563
13,0.5508856773376465,0.014988007955253124
14,0.7451590299606323,0.02755904197692871
15,0.7566224932670593,0.027333619073033333
16,0.6391206383705139,0.01771656423807144
17,0.435832679271698,0.015448540449142456
18,0.29058629274368286,0.02808823250234127
19,0.24191616475582123,0.03159854933619499
20,0.2514839768409729,0.030895940959453583
21,0.26506006717681885,0.02982657589018345
22,0.24526970088481903,0.029714422300457954
23,0.2068558782339096,0.030492937192320824
24,0.18458473682403564,0.030850568786263466
25,0.20373690128326416,0.031188033521175385
26,0.2842816710472107,0.02755207195878029
27,0.4341631233692169,0.016806509345769882
28,0.5654898881912231,0.017667612060904503
29,0.5551909804344177,0.012633658945560455
30,0.40692684054374695,0.015168601647019386
31,0.2539506256580353,0.02953738532960415
32,0.18129853904247284,0.03108159825205803
33,0.17193207144737244,0.03119220957159996
34,0.19303983449935913,0.030817637220025063
35,0.22915582358837128,0.030323363840579987
36,0.2389601618051529,0.029306553304195404
37,0.21610450744628906,0.029578689485788345
38,0.19589318335056305,0.029953710734844208
39,0.22016094624996185,0.03068730980157852
40,0.32014143466949463,0.027206620201468468
41,0.5043370723724365,0.02964245155453682
42,0.6180579662322998,0.03189616650342941
43,0.5704107284545898,0.02320396900177002
44,0.3994619846343994,0.01830054633319378
45,0.23304681479930878,0.029403990134596825
46,0.14900973439216614,0.029787439852952957
47,0.12981460988521576,0.02890142798423767
48,0.14082859456539154,0.029551800340414047
49,0.16379128396511078,0.03084634430706501
50,0.17840197682380676,0.03049979917705059
51,0.1706811785697937,0.029787743464112282
52,0.16237562894821167,0.0295871514827013
53,0.18604671955108643,0.030981753021478653
54,0.26920750737190247,0.028598064556717873
55,0.43554866313934326,0.021565183997154236
56,0.5777146816253662,0.023358190432190895
57,0.5653936266899109,0.0165887251496315
58,0.40710458159446716,0.015813808888196945
59,0.24158824980258942,0.02905398979783058
60,0.16290296614170074,0.0313018262386322
61,0.14741235971450806,0.03062812052667141
62,0.1677902489900589,0.030000433325767517
63,0.2049012929201126,0.030167575925588608
64,0.22572197020053864,0.028679057955741882
65,0.21533270180225372,0.028383798897266388
66,0.19409309327602386,0.028803225606679916
67,0.21069328486919403,0.029313020408153534
68,0.291930615901947,0.026554150506854057
69,0.45448723435401917,0.017779625952243805
70,0.5908138155937195,0.019357720389962196
71,0.5683178901672363,0.011729536578059196
72,0.40007850527763367,0.015719639137387276
73,0.23005977272987366,0.029372625052928925
74,0.1500106006860733,0.030525440350174904
75,0.13356852531433105,0.02936098538339138
76,0.15682870149612427,0.030246080830693245
77,0.19465234875679016,0.030004078522324562
78,0.21610456705093384,0.028560960665345192
79,0.20804625749588013,0.029524745419621468
80,0.19003085792064667,0.029363004490733147
81,0.21232621371746063,0.03001515567302704
82,0.30364513397216797,0.0255683995783329
83,0.48374658823013306,0.01201796717941761
84,0.6241921782493591,0.018591752275824547
85,0.5965349674224854,0.013989454135298729
86,0.39577218890190125,0.016784096136689186
87,0.2005806863307953,0.028522808104753494
88,0.11885920912027359,0.027400091290473938
89,0.09804908186197281,0.02530018612742424
90,0.10353559255599976,0.02562876231968403
91,0.120790995657444,0.026374591514468193
92,0.1362239122390747,0.027280936017632484
93,0.1371801793575287,0.02682359516620636
94,0.1387636661529541,0.02699359320104122
95,0.15487262606620789,0.02754775807261467
96,0.21945080161094666,0.02871854230761528
97,0.36989063024520874,0.02875971607863903
98,0.5114561915397644,0.026479845866560936
99,0.4996073544025421,0.017470376566052437
100,0.3484240770339966,0.019567321985960007
101,0.20488224923610687,0.027421608567237854
102,0.14442455768585205,0.0273795947432518
103,0.141619011759758,0.027795642614364624
104,0.18052423000335693,0.02752700261771679
105,0.2410581111907959,0.02637924626469612
106,0.2654537260532379,0.02525459975004196
107,0.23205745220184326,0.02634764462709427
108,0.18634435534477234,0.027436893433332443
109,0.1805604249238968,0.027330998331308365
110,0.23419518768787384,0.027126599103212357
111,0.3590928614139557,0.0212958212941885
112,0.4903154671192169,0.016657821834087372
113,0.4689103066921234,0.011140992864966393
114,0.31940731406211853,0.021265974268317223
115,0.18599961698055267,0.027279673144221306
116,0.12814055383205414,0.026269415393471718
117,0.12294771522283554,0.027428489178419113
118,0.15270917117595673,0.02741074003279209
119,0.20621883869171143,0.027159322053194046
